id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
555,species,Eared Dove,Tourterelle oreillarde,Columbiformes,Columbidae,,Zenaida,Zenaida auriculata,,,,,,,
556,species,Mourning Dove,Tourterelle triste,Columbiformes,Columbidae,,Zenaida,Zenaida macroura,,,,,,,
557,species,Socorro Dove,Tourterelle de Socorro,Columbiformes,Columbidae,,Zenaida,Zenaida graysoni,Monotypic.,,,,,,
661,species,Greater Ani,Ani des palétuviers,Cuculiformes,Cuculidae,Crotophaginae,Crotophaga,Crotophaga major,Monotypic.,,,,,,
662,species,Smooth-billed Ani,Ani à bec lisse,Cuculiformes,Cuculidae,Crotophaginae,Crotophaga,Crotophaga ani,Monotypic.,,,,,,
663,species,Groove-billed Ani,Ani à bec cannelé,Cuculiformes,Cuculidae,Crotophaginae,Crotophaga,Crotophaga sulcirostris,Monotypic.,,,,,,
655,species,Striped Cuckoo,Géocoucou tacheté,Cuculiformes,Cuculidae,Neomorphinae,Tapera,Tapera naevia,,,,,,,
656,species,Pheasant Cuckoo,Géocoucou faisan,Cuculiformes,Cuculidae,Neomorphinae,Dromococcyx,Dromococcyx phasianellus,Monotypic.,,,,,,
657,species,Lesser Ground-Cuckoo,Géocoucou de Lesson,Cuculiformes,Cuculidae,Neomorphinae,Morococcyx,Morococcyx erythropygus,,,,,,,
658,species,Lesser Roadrunner,Géocoucou véloce,Cuculiformes,Cuculidae,Neomorphinae,Geococcyx,Geococcyx velox,Monotypic.,,,,,,
659,species,Greater Roadrunner,Grand Géocoucou,Cuculiformes,Cuculidae,Neomorphinae,Geococcyx,Geococcyx californianus,Monotypic.,,,,,,
660,species,Rufous-vented Ground-Cuckoo,Géocoucou de Geoffroy,Cuculiformes,Cuculidae,Neomorphinae,Neomorphus,Neomorphus geoffroyi,,,,,,,
639,species,Common Cuckoo,Coucou gris,Cuculiformes,Cuculidae,Cuculinae,Cuculus,Cuculus canorus,,A,,,,,
640,species,Oriental Cuckoo,Coucou oriental,Cuculiformes,Cuculidae,Cuculinae,Cuculus,Cuculus optatus,,A,,,,,
641,species,Little Cuckoo,Petit Piaye,Cuculiformes,Cuculidae,Cuculinae,Coccycua,Coccycua minuta,,,,,,,
13431,species,Dwarf Cuckoo,Piaye nain,Cuculiformes,Cuculidae,Cuculinae,Coccycua,Coccycua pumila,,A,,,,,
642,species,Squirrel Cuckoo,Piaye écureuil,Cuculiformes,Cuculidae,Cuculinae,Piaya,Piaya cayana,,,,,,,
643,species,Dark-billed Cuckoo,Coulicou de Vieillot,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus melacoryphus,Monotypic.,A,,,,,
644,species,Yellow-billed Cuckoo,Coulicou à bec jaune,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus americanus,Monotypic.,,,,,,
645,species,Pearly-breasted Cuckoo,Coulicou d'Euler,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus euleri,Monotypic.,A,,,,,
646,species,Mangrove Cuckoo,Coulicou manioc,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus minor,Monotypic.,,,,,,
647,species,Cocos Cuckoo,Coulicou de Cocos,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus ferrugineus,Monotypic.,,,,,,
648,species,Black-billed Cuckoo,Coulicou à bec noir,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus erythropthalmus,Monotypic.,,,,,,
13441,species,Gray-capped Cuckoo,Coulicou à tête grise,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus lansbergi,,,,,N,,
649,species,Chestnut-bellied Cuckoo,Tacco de pluie,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus pluvialis,Monotypic.,,,,,,
650,species,Bay-breasted Cuckoo,Tacco cabrite,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus rufigularis,Monotypic.,,,,,,
651,species,Jamaican Lizard-Cuckoo,Tacco de Jamaïque,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus vetula,Monotypic.,,,,,,
652,species,Puerto Rican Lizard-Cuckoo,Tacco de Porto Rico,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus vieilloti,Monotypic.,,,,,,
653,species,Great Lizard-Cuckoo,Tacco de Cuba,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus merlini,,,,,,,
654,species,Hispaniolan Lizard-Cuckoo,Tacco d'Hispaniola,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus longirostris,,,,,,,
707,species,Short-tailed Nighthawk,Engoulevent à queue courte,Caprimulgiformes,Caprimulgidae,Chordeilinae,Lurocalis,Lurocalis semitorquatus,,,,,,,
708,species,Lesser Nighthawk,Engoulevent minime,Caprimulgiformes,Caprimulgidae,Chordeilinae,Chordeiles,Chordeiles acutipennis,,,,,,,
709,species,Common Nighthawk,Engoulevent d'Amérique,Caprimulgiformes,Caprimulgidae,Chordeilinae,Chordeiles,Chordeiles minor,,,,,,,
710,species,Antillean Nighthawk,Engoulevent piramidig,Caprimulgiformes,Caprimulgidae,Chordeilinae,Chordeiles,Chordeiles gundlachii,,,,,,,
711,species,Common Pauraque,Engoulevent pauraqué,Caprimulgiformes,Caprimulgidae,Caprimulginae,Nyctidromus,Nyctidromus albicollis,,,,,,,
712,species,Common Poorwill,Engoulevent de Nuttall,Caprimulgiformes,Caprimulgidae,Caprimulginae,Phalaenoptilus,Phalaenoptilus nuttallii,,,,,,,
713,species,Jamaican Pauraque,Engoulevent de Jamaïque,Caprimulgiformes,Caprimulgidae,Caprimulginae,Siphonorhis,Siphonorhis americana,Monotypic.,,,,,†,
714,species,Least Pauraque,Engoulevent grouillécor,Caprimulgiformes,Caprimulgidae,Caprimulginae,Siphonorhis,Siphonorhis brewsteri,Monotypic.,,,,,,
715,species,Eared Poorwill,Engoulevent aztèque,Caprimulgiformes,Caprimulgidae,Caprimulginae,Nyctiphrynus,Nyctiphrynus mcleodii,,,,,,,
716,species,Yucatan Poorwill,Engoulevent du Yucatan,Caprimulgiformes,Caprimulgidae,Caprimulginae,Nyctiphrynus,Nyctiphrynus yucatanicus,Monotypic.,,,,,,
717,species,Ocellated Poorwill,Engoulevent ocellé,Caprimulgiformes,Caprimulgidae,Caprimulginae,Nyctiphrynus,Nyctiphrynus ocellatus,,,,,,,
718,species,Chuck-will's-widow,Engoulevent de Caroline,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus carolinensis,Monotypic.,,,,,,
719,species,Rufous Nightjar,Engoulevent roux,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus rufus,,,,,,,
720,species,Cuban Nightjar,Engoulevent de Cuba,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus cubanensis,Formerly considered conspecific with Antrostomus ekmani.,,,,,,
15046,species,Hispaniolan Nightjar,Engoulevent d’Hispaniola,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus ekmani,Formerly considered conspecific with Antrostomus cubanensis.,,,,,,
721,species,Tawny-collared Nightjar,Engoulevent de Salvin,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus salvini,Monotypic.,,,,,,
722,species,Yucatan Nightjar,Engoulevent maya,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus badius,Monotypic.,,,,,,
723,species,Buff-collared Nightjar,Engoulevent de Ridgway,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus ridgwayi,,,,,,,
724,species,Eastern Whip-poor-will,Engoulevent bois-pourri,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus vociferus,Monotypic.,,,,,,
726,species,Dusky Nightjar,Engoulevent montagnard,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus saturatus,Monotypic.,,,,,,
2061,species,Mexican Whip-poor-will,Engoulevent d'Arizona,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus arizonae,,,,,,,
725,species,Puerto Rican Nightjar,Engoulevent de Porto Rico,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus noctitherus,Monotypic.,,,,,,
727,species,White-tailed Nightjar,Engoulevent coré,Caprimulgiformes,Caprimulgidae,Caprimulginae,Hydropsalis,Hydropsalis cayennensis,,,,,,,
728,species,Spot-tailed Nightjar,Engoulevent à queue étoilée,Caprimulgiformes,Caprimulgidae,Caprimulginae,Hydropsalis,Hydropsalis maculicaudus,Monotypic.,,,,,,
13301,species,Gray Nightjar,Engoulevent jotaka,Caprimulgiformes,Caprimulgidae,Caprimulginae,Caprimulgus,Caprimulgus jotaka,Formerly considered conspecific with Caprimulgus indicus and C. phalaena.,A,,,,,
733,species,Oilbird,Guacharo des cavernes,Steatornithiformes,Steatornithidae,,Steatornis,Steatornis caripensis,Monotypic.,A,,,,,
730,species,Great Potoo,Grand Ibijau,Nyctibiiformes,Nyctibiidae,,Nyctibius,Nyctibius grandis,,,,,,,
731,species,Common Potoo,Ibijau gris,Nyctibiiformes,Nyctibiidae,,Nyctibius,Nyctibius griseus,,,,,,,
732,species,Northern Potoo,Ibijau jamaïcain,Nyctibiiformes,Nyctibiidae,,Nyctibius,Nyctibius jamaicensis,,,,,,,
734,species,Black Swift,Martinet sombre,Apodiformes,Apodidae,Cypseloidinae,Cypseloides,Cypseloides niger,,,,,,,
735,species,White-fronted Swift,Martinet de Storer,Apodiformes,Apodidae,Cypseloidinae,Cypseloides,Cypseloides storeri,Monotypic.,,,,,,
736,species,White-chinned Swift,Martinet à menton blanc,Apodiformes,Apodidae,Cypseloidinae,Cypseloides,Cypseloides cryptus,Monotypic.,,,,,,
737,species,Spot-fronted Swift,Martinet à points blancs,Apodiformes,Apodidae,Cypseloidinae,Cypseloides,Cypseloides cherriei,Monotypic.,,,,,,
738,species,Chestnut-collared Swift,Martinet à collier roux,Apodiformes,Apodidae,Cypseloidinae,Streptoprocne,Streptoprocne rutila,,,,,,,
739,species,White-collared Swift,Martinet à collier blanc,Apodiformes,Apodidae,Cypseloidinae,Streptoprocne,Streptoprocne zonaris,,,,,,,
740,species,White-naped Swift,Martinet à nuque blanche,Apodiformes,Apodidae,Cypseloidinae,Streptoprocne,Streptoprocne semicollaris,"Monotypic.
 ",,,,,,
748,species,Gray-rumped Swift,Martinet à croupion gris,Apodiformes,Apodidae,Chaeturinae,Chaetura,Chaetura cinereiventris,,,,,,,
746,species,Band-rumped Swift,Martinet spinicaude,Apodiformes,Apodidae,Chaeturinae,Chaetura,Chaetura spinicaudus,,,,,,,
747,species,Costa Rican Swift,Martinet du Costa Rica,Apodiformes,Apodidae,Chaeturinae,Chaetura,Chaetura fumosa,Monotypic.,,,,,,
749,species,Lesser Antillean Swift,Martinet chiquesol,Apodiformes,Apodidae,Chaeturinae,Chaetura,Chaetura martinica,Monotypic.,,,,,,
741,species,Chimney Swift,Martinet ramoneur,Apodiformes,Apodidae,Chaeturinae,Chaetura,Chaetura pelagica,Monotypic.,,,,,,
742,species,Vaux's Swift,Martinet de Vaux,Apodiformes,Apodidae,Chaeturinae,Chaetura,Chaetura vauxi,,,,,,,
743,species,Chapman's Swift,Martinet de Chapman,Apodiformes,Apodidae,Chaeturinae,Chaetura,Chaetura chapmani,,A,,,,,
745,species,Sick's Swift,Martinet de Sick,Apodiformes,Apodidae,Chaeturinae,Chaetura,Chaetura meridionalis,Monotypic.,A,,,,,
744,species,Short-tailed Swift,Martinet polioure,Apodiformes,Apodidae,Chaeturinae,Chaetura,Chaetura brachyura,,,,,,,
750,species,White-throated Needletail,Martinet épineux,Apodiformes,Apodidae,Chaeturinae,Hirundapus,Hirundapus caudacutus,,A,,,,,
751,species,Mariana Swiftlet,Salangane de Guam,Apodiformes,Apodidae,Chaeturinae,Aerodramus,Aerodramus bartschi,,,H,I,,,
752,species,Common Swift,Martinet noir,Apodiformes,Apodidae,Apodinae,Apus,Apus apus,,A,,,,,
753,species,Fork-tailed Swift,Martinet de Sibérie,Apodiformes,Apodidae,Apodinae,Apus,Apus pacificus,,A,,,,,
754,species,Alpine Swift,Martinet à ventre blanc,Apodiformes,Apodidae,Apodinae,Apus,Apus melba,,A,,,,,
755,species,White-throated Swift,Martinet à gorge blanche,Apodiformes,Apodidae,Apodinae,Aeronautes,Aeronautes saxatalis,,,,,,,
756,species,Lesser Swallow-tailed Swift,Martinet de Cayenne,Apodiformes,Apodidae,Apodinae,Panyptila,Panyptila cayennensis,,,,,,,
757,species,Great Swallow-tailed Swift,Martinet de San Geronimo,Apodiformes,Apodidae,Apodinae,Panyptila,Panyptila sanctihieronymi,Monotypic.,,,,,,
758,species,Antillean Palm-Swift,Martinet petit-rollé,Apodiformes,Apodidae,Apodinae,Tachornis,Tachornis phoenicobia,,,,,,,
774,species,White-necked Jacobin,Colibri jacobin,Apodiformes,Trochilidae,Florisuginae,Florisuga,Florisuga mellivora,,,,,,,
766,species,White-tipped Sicklebill,Bec-en-faucille aigle,Apodiformes,Trochilidae,Phaethornithinae,Eutoxeres,Eutoxeres aquila,,,,,,,
759,species,Bronzy Hermit,Ermite bronzé,Apodiformes,Trochilidae,Phaethornithinae,Glaucis,Glaucis aeneus,Monotypic.,,,,,,
760,species,Rufous-breasted Hermit,Ermite hirsute,Apodiformes,Trochilidae,Phaethornithinae,Glaucis,Glaucis hirsutus,,,,,,,
761,species,Band-tailed Barbthroat,Ermite de Rucker,Apodiformes,Trochilidae,Phaethornithinae,Threnetes,Threnetes ruckeri,,,,,,,
762,species,Green Hermit,Ermite vert,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,Phaethornis guy,,,,,,,
11511,species,Mexican Hermit,Ermite de Hartert,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,Phaethornis mexicanus,Formerly considered conspecific with Phaethornis longirostris.,,,,,,
763,species,Long-billed Hermit,Ermite à longue queue,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,Phaethornis longirostris,,,,,,,
764,species,Pale-bellied Hermit,Ermite anthophile,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,Phaethornis anthophilus,,,,,,,
765,species,Stripe-throated Hermit,Ermite à gorge rayée,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,Phaethornis striigularis,,,,,,,
768,species,Green-fronted Lancebill,Porte-lance de Louise,Apodiformes,Trochilidae,Trochilinae,Doryfera,Doryfera ludovicae,,,,,,,
775,species,Brown Violetear,Colibri de Delphine,Apodiformes,Trochilidae,Trochilinae,Colibri,Colibri delphinae,Monotypic.,,,,,,
776,species,Mexican Violetear,Colibri thalassin,Apodiformes,Trochilidae,Trochilinae,Colibri,Colibri thalassinus,,,,,,,
11951,species,Lesser Violetear,Colibri cyanote,Apodiformes,Trochilidae,Trochilinae,Colibri,Colibri cyanotus,,,,,,,
767,species,Tooth-billed Hummingbird,Colibri d'Équateur,Apodiformes,Trochilidae,Trochilinae,Androdon,Androdon aequatorialis,Monotypic.,,,,,,
853,species,Purple-crowned Fairy,Colibri féérique,Apodiformes,Trochilidae,Trochilinae,Heliothryx,Heliothryx barroti,Monotypic.,,,,,,
785,species,Ruby-topaz Hummingbird,Colibri rubis-topaze,Apodiformes,Trochilidae,Trochilinae,Chrysolampis,Chrysolampis mosquitus,Monotypic.,A,,,,,
777,species,Green-breasted Mango,Mango de Prévost,Apodiformes,Trochilidae,Trochilinae,Anthracothorax,Anthracothorax prevostii,,,,,,,
778,species,Black-throated Mango,Mango à cravate noire,Apodiformes,Trochilidae,Trochilinae,Anthracothorax,Anthracothorax nigricollis,Monotypic.,,,,,,
779,species,Veraguan Mango,Mango de Veraguas,Apodiformes,Trochilidae,Trochilinae,Anthracothorax,Anthracothorax veraguensis,Monotypic.,,,,,,
780,species,Hispaniolan Mango,Mango doré,Apodiformes,Trochilidae,Trochilinae,Anthracothorax,Anthracothorax dominicus,Formerly considered conspecific with Anthracothorax aurulentus and known as Antillean Mango.,,,,,,
15002,species,Puerto Rican Mango,Mango de Porto Rico,Apodiformes,Trochilidae,Trochilinae,Anthracothorax,Anthracothorax aurulentus,Formerly considered conspecific with Anthracothorax dominicus.,,,,,,
781,species,Green Mango,Mango vert,Apodiformes,Trochilidae,Trochilinae,Anthracothorax,Anthracothorax viridis,Monotypic.,,,,,,
782,species,Jamaican Mango,Mango de Jamaïque,Apodiformes,Trochilidae,Trochilinae,Anthracothorax,Anthracothorax mango,Monotypic.,,,,,,
783,species,Purple-throated Carib,Colibri madère,Apodiformes,Trochilidae,Trochilinae,Eulampis,Eulampis jugularis,Monotypic.,,,,,,
784,species,Green-throated Carib,Colibri falle-vert,Apodiformes,Trochilidae,Trochilinae,Eulampis,Eulampis holosericeus,,,,,,,
793,species,Green Thorntail,Coquette à queue fine,Apodiformes,Trochilidae,Trochilinae,Discosura,Discosura conversii,Monotypic.,,,,,,
789,species,Short-crested Coquette,Coquette du Guerrero,Apodiformes,Trochilidae,Trochilinae,Lophornis,Lophornis brachylophus,Monotypic.,,,,,,
790,species,Rufous-crested Coquette,Coquette de Delattre,Apodiformes,Trochilidae,Trochilinae,Lophornis,Lophornis delattrei,,,,,,,
791,species,Black-crested Coquette,Coquette d'Hélène,Apodiformes,Trochilidae,Trochilinae,Lophornis,Lophornis helenae,Monotypic.,,,,,,
792,species,White-crested Coquette,Coquette adorable,Apodiformes,Trochilidae,Trochilinae,Lophornis,Lophornis adorabilis,Monotypic.,,,,,,
852,species,Greenish Puffleg,Érione d'Aurélie,Apodiformes,Trochilidae,Trochilinae,Haplophaedia,Haplophaedia aureliae,,,,,,,
850,species,Green-crowned Brilliant,Brillant fer-de-lance,Apodiformes,Trochilidae,Trochilinae,Heliodoxa,Heliodoxa jacula,,,,,,,
851,species,Rivoli's Hummingbird,Colibri de Rivoli,Apodiformes,Trochilidae,Trochilinae,Eugenes,Eugenes fulgens,Formerly considered conspecific with Eugenes spectabilis.,,,,,,
12831,species,Talamanca Hummingbird,Colibri de la Talamanca,Apodiformes,Trochilidae,Trochilinae,Eugenes,Eugenes spectabilis,Formerly considered conspecific with Eugenes fulgens.,,,,,,
808,species,Fiery-throated Hummingbird,Colibri insigne,Apodiformes,Trochilidae,Trochilinae,Panterpe,Panterpe insignis,,,,,,,
854,species,Long-billed Starthroat,Colibri corinne,Apodiformes,Trochilidae,Trochilinae,Heliomaster,Heliomaster longirostris,,,,,,,
855,species,Plain-capped Starthroat,Colibri de Constant,Apodiformes,Trochilidae,Trochilinae,Heliomaster,Heliomaster constantii,,,,,,,
842,species,Green-throated Mountain-gem,Colibri vert-d'eau,Apodiformes,Trochilidae,Trochilinae,Lampornis,Lampornis viridipallens,,,,,,,
843,species,Green-breasted Mountain-gem,Colibri de Sybil,Apodiformes,Trochilidae,Trochilinae,Lampornis,Lampornis sybillae,Monotypic.,,,,,,
844,species,Amethyst-throated Mountain-gem,Colibri à gorge améthyste,Apodiformes,Trochilidae,Trochilinae,Lampornis,Lampornis amethystinus,,,,,,,
845,species,Blue-throated Mountain-gem,Colibri à gorge bleue,Apodiformes,Trochilidae,Trochilinae,Lampornis,Lampornis clemenciae,,,,,,,
846,species,White-bellied Mountain-gem,Colibri à gorge lilas,Apodiformes,Trochilidae,Trochilinae,Lampornis,Lampornis hemileucus,Monotypic.,,,,,,
847,species,Purple-throated Mountain-gem,Colibri à gorge pourprée,Apodiformes,Trochilidae,Trochilinae,Lampornis,Lampornis calolaemus,,,,,,,
848,species,White-throated Mountain-gem,Colibri à ventre châtain,Apodiformes,Trochilidae,Trochilinae,Lampornis,Lampornis castaneoventris,,,,,,,
849,species,Garnet-throated Hummingbird,Colibri à gorge grenat,Apodiformes,Trochilidae,Trochilinae,Lamprolaima,Lamprolaima rhami,Monotypic.,,,,,,
14671,species,Magenta-throated Woodstar,Colibri magenta,Apodiformes,Trochilidae,Trochilinae,Philodice,Philodice bryantae,Monotypic. Formerly placed in the genus Calliphlox.,,,,,,
14681,species,Purple-throated Woodstar,Colibri de Mitchell,Apodiformes,Trochilidae,Trochilinae,Philodice,Philodice mitchellii,Monotypic. Formerly placed in the genus Calliphlox.,,,,,,
859,species,Slender Sheartail,Colibri à queue singulière,Apodiformes,Trochilidae,Trochilinae,Doricha,Doricha enicura,Monotypic.,,,,,,
860,species,Mexican Sheartail,Colibri d’Eliza,Apodiformes,Trochilidae,Trochilinae,Doricha,Doricha eliza,Monotypic.,,,,,,
861,species,Sparkling-tailed Hummingbird,Colibri zémès,Apodiformes,Trochilidae,Trochilinae,Tilmatura,Tilmatura dupontii,Monotypic.,,,,,,
862,species,Lucifer Hummingbird,Colibri lucifer,Apodiformes,Trochilidae,Trochilinae,Calothorax,Calothorax lucifer,Monotypic.,,,,,,
863,species,Beautiful Hummingbird,Colibri charmant,Apodiformes,Trochilidae,Trochilinae,Calothorax,Calothorax pulcher,Monotypic.,,,,,,
864,species,Ruby-throated Hummingbird,Colibri à gorge rubis,Apodiformes,Trochilidae,Trochilinae,Archilochus,Archilochus colubris,Monotypic.,,,,,,
865,species,Black-chinned Hummingbird,Colibri à gorge noire,Apodiformes,Trochilidae,Trochilinae,Archilochus,Archilochus alexandri,Monotypic.,,,,,,
866,species,Vervain Hummingbird,Colibri nain,Apodiformes,Trochilidae,Trochilinae,Mellisuga,Mellisuga minima,,,,,,,
867,species,Bee Hummingbird,Colibri d’Elena,Apodiformes,Trochilidae,Trochilinae,Mellisuga,Mellisuga helenae,Monotypic.,,,,,,
13461,species,Bahama Woodstar,Colibri des Bahamas,Apodiformes,Trochilidae,Trochilinae,Nesophlox,Nesophlox evelynae,Formerly placed in the genus Calliphlox.,,,,,,
13471,species,Inagua Woodstar,Colibri d'Inagua,Apodiformes,Trochilidae,Trochilinae,Nesophlox,Nesophlox lyrura,Formerly placed in the genus Calliphlox.,,,,,,
868,species,Anna's Hummingbird,Colibri d'Anna,Apodiformes,Trochilidae,Trochilinae,Calypte,Calypte anna,Monotypic.,,,,,,
869,species,Costa's Hummingbird,Colibri de Costa,Apodiformes,Trochilidae,Trochilinae,Calypte,Calypte costae,Monotypic.,,,,,,
870,species,Calliope Hummingbird,Colibri calliope,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus calliope,Monotypic.,,,,,,
874,species,Rufous Hummingbird,Colibri roux,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus rufus,Monotypic.,,,,,,
875,species,Allen's Hummingbird,Colibri d'Allen,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus sasin,,,,,,,
873,species,Broad-tailed Hummingbird,Colibri à queue large,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus platycercus,Monotypic.,,,,,,
